customerid,accesskey,firstname,lastname,companyname,billingaddress1,billingaddress2,city,state,postalcode,country,phonenumber,faxnumber,emailaddress,paysstatetax,taxid,emailsubscriber,catalogsubscriber,lastmodified,percentdiscount,websiteaddress,discountlevel,customertype,lastmodby,customer_isanonymous,issuperadmin,news1,news2,news3,news4,news5,news6,news7,news8,news9,news10,news11,news12,news13,news14,news15,news16,news17,news18,news19,news20,allow_access_to_private_sections,customer_notes,salesrep_customerid,id_customers_groups,custom_field_custom1,custom_field_custom2,custom_field_custom3,custom_field_custom4,custom_field_custom5,removed_from_rewards,restrictedpaymentmethodids,restrictedshippingmethodids,createddate,restrictedfreeshipping
"3330","C","","","","","","","","","","","","lauraholt@blissimi.com","","","Y","","5/30/2014 2:09:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3331","","Silvia","Parada","Harmony Eco Spa Boutique","7656 Wiles Road","","Coral Springs","FL","33067","United States","954-800-2035","","harmonyexperience@gmail.com","","","N","N","5/30/2014 10:51:00 AM","","www.harmonyorganicspa.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","N","","","",""
"3332","C","Emilie","Rowan","","112 Hardwick Avenue","","Westfield","NJ","07090","United States","973-270-6802","","emilie.rowan@gmail.ocm","","","Y","","5/30/2014 1:22:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3333","C","","","","","","","","","","","","trinidadianrose@yahoo.com","","","","","5/31/2014 9:41:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3334","C","Maryska","Burger","ZENsations Stusio","7 Sandown Village","Batten Bend","Cape Town","AL","7441","United States","0769548943","","maryska@zensationsstudio.co.za","","","Y","","6/1/2014 6:44:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3335","C","Sara","","","","","","","","","","","sarale41@earthlink.net","","","Y","","6/2/2014 12:22:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3336","C","rhonda","","","","","","","","","",""," pamperedescape@yahoo.com","","","Y","","6/2/2014 4:02:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3337","C","","","","","","","","","","","","kimmied30@gmail.com","","","Y","","6/2/2014 3:00:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3338","C","","","","","","","","","","","","katina.clarke16@gmail.com","","","Y","","6/4/2014 11:30:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3339","C","Natassia","Nunez","Allure Day Spa","5252 SW 8th Street","","Miami","FL","33134","United States","305-448-2171","","alluredayspacorralgables@gmail.com","","","N","N","6/4/2014 5:50:00 PM","","alluredayspasalon.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Day Spa","","","","","","","","N","","","",""
"3340","C","","","","","","","","","","","","vsm0225@hotmail.com","","","Y","","6/4/2014 11:13:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3341","C","Vertina","Smith","Pampered Things","10202 Warwick Blvd #B","","Newport News","VA","23601","United States","8554377763","","vsm0225@gmail.com","","","Y","","11/25/2017 1:59:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3342","C","","","","","","","","","","","","cavallauae@hotmail.com","","","Y","","6/6/2014 4:23:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3343","C","Teresa ","Kadan","Lux Body Boutique","Po box 457 Albion","","Albion","CA","95410","United States","7079371925","","relaaxation@gmail.com","","","Y","","6/9/2014 9:55:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3344","C","Samar","Charafeddine","Samar Charafeddine","Fern el Shebek","Nahra Building","Beirut","Lebanon","1112","Lebanon","0096171580805","","s_charafeddine@hotmail.com","","","N","N","6/10/2014 4:57:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Nail Spa","","","","","","","","N","","","",""
"3345","C","Elizangela","McNulty","Beleza Pura Spa","23 Homer Ave","","Ashland","Massachusetts","01721","United States","5087838752","","belezapuraspa1@gmail.com","","","N","N","6/10/2014 5:00:00 PM","","www.belezapuraspa.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3346","C","Michelle","Eng","Life's Retreat Massage and Spa","570 Dodge Ave","","Elk River","Minnesota","55330","United States","7633600978","","lifesretreater@gmail.com","","","N","N","6/10/2014 5:03:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3347","C","Kimberly","Beckwith","Marc Anthoni Spa","3962 Grosvenor Road","","South Euclid","Ohio","44118","United States","2165482448","","KBeckwithEmail@gmail.com","","","N","N","6/10/2014 5:06:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3348","C","natalie","roberts","","18 dealbata lane pakenham","","melbourne ","vic ","3810","","0424163361","","natalieroberts_7@hotmail.com","","","Y","","6/11/2014 2:11:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3349","C","Crystal","Ejizu","","2115 Runnels Street Apt 1207","","Houston","TX","77003","United States","7132565882","","cie0001@unt.edu","","","","","6/11/2014 5:18:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3350","C","Renae Conner","","","","","","","","","","","nourish @ skincare therapy.net","","","Y","","6/12/2014 8:52:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3351","C","Lisa","Neilson ","Coarsegold Nails","35686 Hwy 41 Suite A","","Coarsegold","CA","93614","United States","5596763838","","Bellezza@sti.net","","","Y","","6/12/2014 7:12:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3352","C","Toni","Torrance","Antoinette's Interiors","20343 N Hayden Rd","","Scottsdale","AZ","85255","United States","480-550-1641","","tonidesign@comcast.net","","","N","","6/14/2014 11:21:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3353","C","","","","","","","","","","","","Kehbl@yahoo.com","","","Y","","6/15/2014 10:41:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3354","C","Julie","Beston","","12 Lake Valley Road","","Morristown","NJ","07960","United States","9735395937","","jules604@verizon.net","","","Y","","6/16/2014 12:42:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3355","C","thao","truong","hush beauty lounge","2849 hutchison st","","vista","CA","92084","United States","760-458-8024","","ttruong777@gmail.com","","","Y","","6/16/2014 7:24:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3356","C","Alicia","Ganhinhin","Royal Health Group","1080 Washington Street","","Hanover","MA","02339","United States","7742896523","","aganhinhin@royalhealthgroup.com","","","Y","","6/17/2014 8:11:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3357","C","Anne","Samuel","Metamorphosis Ventures, LTD","148 St. James's Road","","Bermondsey","London","SE1 5BW","United Kingdom","07957121031","","anne_samuel@hotmail.co.uk","","","N","N","6/17/2014 12:39:00 PM","","metamorphosisventures.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Day Spa","","","","","","","","N","","","",""
"3358","","Soraya","Bowen","Skintherapy","4267 N. Shallowford Road","Apt. B","Atlanta","GA","30341","United Kingdom","4044070660","","soraya.skintherapy@gmail.com","","","N","N","6/18/2014 6:09:00 PM","","skynclinic.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Medical Spa","","","","","","","","N","","","",""
"3359","C","","","","","","","","","","","","Dnrm85@hotmail.com","","","Y","","6/18/2014 10:54:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3360","C","Kirsis ","Castillo ","","4822 66th Street ","Apt 2","Woodside ","NY","11377","United States","347-512-9639","","kcarolina14@gmail.com","","","Y","","10/10/2014 3:33:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3361","C","","","","","","","","","","","","salon@gingertreebeauty.co.uk","","","Y","","6/21/2014 7:49:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3362","C","Queen kerr","","","","","","","","","","","awayfromitall07@yahoo.com","","","Y","","6/22/2014 2:41:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3363","C","","","","","","","","","","","","celia.r.navarro@gmail.com","","","Y","","6/23/2014 5:51:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3364","C","Caitlin","Parrell","","281Ryan Drive","","Gibsons","BC","V0N1V5","Canada","6047401731","","Caiti.parrell@hotmail.com","","","Y","","6/23/2014 4:53:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3365","C","","","","","","","","","","","","Joyce_junk@yahoo.com","","","Y","","6/23/2014 5:20:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3366","C","Sanjuis","Gtz","New Life","Nuevo Mexico","","Pachua","Mexico","88270","Mexico","8767157552","","ing_juis_gtz@hotmail.com","","","N","N","6/24/2014 12:33:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3367","C","Delicia","Smith","","1307 NW 15th Street","","Fort Lauderdale","FL","33311","United States","9542728988","","deliciaOsmith@yahoo.com","","","Y","","6/24/2014 3:57:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3368","C","Aspa","Bitis","Snob Nail Spa","4734 Vernon Boulevard","","Long Island City","New York","11101","United States","9176979444","","snobnailspa@gmail.com","","","N","N","6/24/2014 5:02:00 PM","","Snobnails.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Nail Spa","","","","","","","","N","","","",""
"3369","C","Mario","Sabga aboud","Admiral Freight Forwarders International","507 W  17th Street","","Hialeah","FL","33010","United States","8686897199","","jillianrochard@gmail.com","","","Y","","6/24/2014 10:30:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3370","C","Danielle","Crawford","East bank club","500 N. Kingsbury Street","","Chicago","IL","60654","United States","312-527-5800","","dcrawford@eastbankclub.com","","","Y","","6/25/2014 2:08:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3371","C","","","","","","","","","","","","mutation777@gmail.com","","","Y","","6/27/2014 5:21:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3372","C","Jacquelyn","Helser","The Esthetic Lounge","1720 Ivy Lane","","Carrollton","TX","75007","United States","9728000717","","jester1964@verizon.net","","","N","N","6/27/2014 12:43:00 PM","","theestheticlounge.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3373","C","","","","","","","","","","","","susanchiu25@gmail.com","","","Y","","6/29/2014 4:24:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3374","C","Zakiyyah","Yasin","Sassy Princess Spa","13895 Hedgewood Drive","Unit 125","Woodbridge","Virginia","22193","United States","7035873392","","kiyah0987@hotmail.com","","","N","N","7/1/2014 9:16:00 AM","","www.SassyPrincessSpa.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Nail Spa","","","","","","","","N","","","",""
"3375","C","","","","","","","","","United States","","","stella.basque@gmail.com","","","Y","","7/1/2014 4:29:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3376","C","Iris","C","Optimal Health Dimensions","3930 Pender Drive","","Fairfax","VA","22030","United States","7033599300","","paradisoscents@gmail.com","","","Y","","7/3/2014 9:53:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3377","C","","","","","","","","","","","","robertl@lauberge.com","","","Y","","7/6/2014 5:25:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3378","C","Lauren","James","The Laser Skin Center","2810 Lurleen B. Wallace Blvd","","Northport","AL","35476","United States","2053337670","","thelaserskincenter@gmail.com","","","Y","","7/7/2014 3:47:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3379","C","","","","","","","","","","","","Markofexcellencemedspa@gmail.com","","","Y","","7/8/2014 12:29:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3380","C","","","","","","","","","","","","Smhcc@yahoo.com","","","Y","","7/8/2014 12:35:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3381","C","Nancy","Sutton","","3028 Forest Rd","","Harrowsmith","ON","K0H 1V0","Canada","6133725954","","nancymariesutton@gmail.com","","","","","7/8/2014 9:09:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3382","C","Crystal","Ejizu","","2115 Runnels Street Apt 1207","","Houston","TX","77003","United States","7132565882","","inquiries@scratchartbar.com","","","","","7/10/2014 12:51:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3383","C","","","","","","","","","","","","gdilib2194@frontier.com","","","Y","","7/11/2014 8:53:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3384","C","","","","","","","","","","","","aimm77@icloud.com","","","Y","","7/12/2014 5:32:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3385","C","Veronica","Lumpkin","Vera Icon Nail Salon & Spa","555 N Central Avenue","Suite 140","Phoenix","AZ","85004","United States","6027485140","","firstandtaylorcorrespondence@gmail.com","","","N","N","7/14/2014 3:42:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Nail Spa","","","","","","","","N","","","",""
"3386","C","Gipsy","Rodriguez","GBA","1616 COLUMBUS PLACE","","RAHWAY","NJ","07065","United States","6466440075","","caramelchick1114@hotmail.com","","","Y","","7/15/2014 5:26:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3387","C","Cindy","Hallowes","Beautiful You Spa & Nail Studio","655 Revmont Drive","","Pittsboro","NC","27312","United States","9195480501","","yukoncindy@outlook.com","","","Y","","7/19/2014 6:12:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3388","C","Caitlin","Acampa","Habjan Design","427 Bloomfield Ave.","Suite 403","Montclair","New Jersey","07042","United States","9739334367","","caitlin@habjandesign.com","","","N","N","7/17/2014 2:24:00 PM","","www.habjandesign.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Interior Designer","","","","","","","","N","","","",""
"3389","C","","","","","","","","","","","","an_aisling@aol.com","","","Y","","7/18/2014 10:36:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3390","C","christine","green","back to heatlh","997 e county line road","suite m","greenwood","IN","46143","United States","3178818119","","cgreenn@backtohealthindy.com","","","Y","","7/18/2014 12:56:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3391","C","Alina","Kissner","","7629 Hillside Trail S","","Cottage Grove","MN","55016","United States","6127072073","","xxlinacakesxx@hotmail.com","","","Y","","7/20/2014 4:17:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3392","C","Kim","Geiger","K Cherie Spa","5533 South Prince Street","","Littleton","CO","80120","United States","3039102152","","kcheriespa@aol.com","","","N","N","7/21/2014 9:31:00 AM","","www.kcherie.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Day Spa","","","","","","","","N","","","",""
"3393","C","","","","","","","","","","","","sue.vanrooyen@yahoo.com","","","Y","","7/23/2014 5:31:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3394","C","Beatriz","Alcala","","35214 N 26 Th Dr","","Phoenix","AZ","85086","United States","219 801-0129","","alcala41@yahoo.com","","","Y","","7/23/2014 4:44:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3395","C","","","","","","","","","","","","Jacutshall@gmail.com","","","Y","","7/23/2014 7:33:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3396","C","mary","mchenry","images","11433 stillpond rd. ","","worton","MD","21645","United States","410-778-8186","","images8186@yahoo.com","","","Y","","7/23/2014 9:19:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3397","C","","","","","","","","","","","","nailsbylupe@yahoo.com","","","Y","","7/24/2014 6:39:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3398","C","","","","","","","","","","","","dearbhailmarshall@btinternet.com","","","Y","","7/25/2014 5:32:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3399","C","Sheila","Tyler","","354 Washington St","","Winchester","MA","01890","United States","7817211345","","sheilatyler354@gmail.com","","","Y","","7/26/2014 6:57:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3400","C","","","","","","","","","","","","facebydarlene@yahoo.com","","","Y","","7/27/2014 2:05:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3401","C","Christine","Griffith","James Griffith Salon","257 Tamiami Trail S","","Venice","Florida","34285","United States","9414860915","","christine@jamesgriffithsalon.com","","","N","N","7/28/2014 10:26:00 AM","","jamesgriffithsalon.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Salon","","","","","","","","N","","","",""
"3402","C","Angie","Martinez","Nail & Beauty Boutique","1710 100th Pl Se","Suite #107","Everett","WA","98208","United States","4257914706","","nailbeautyboutique1@gmail.com","","","N","N","7/28/2014 10:30:00 AM","","nailbeautyboutique.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Profession: Nail Spa","","","","","","","","N","","","",""
"3403","C","Paige","Garland","Rachel's Salon","2205 Poplar Ave","","Memphis","TN","38104","United States","9014122966","","Aveda_memphis@outlook.com","","","Y","","7/31/2014 8:43:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3404","C","Ingrid","Sirova","BWD Interiors","Warford Hall","","Alderley Edge","UK Cheshire","SK9 7TP","","8450565600","","ingrid@biltonward.com","","","Y","","8/4/2014 7:44:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3405","C","Lauren","Tipp","","7043 Fairview rd sw","","Olympia","WA","98512","United States","360-878-1728","","sefairebelleolygirl@gmail.com","","","","","8/6/2014 10:22:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3406","C","Diane","Letourneau","Healthy Beauty Wellness Spa","486 Sabattus Street","","Lewiston","ME","04240","United States","2073333235","","ladydi81@yahoo.com","","","Y","","8/7/2014 10:46:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3407","C","Cheryl","Soresi","Soresi family partnership","1744 Tucker road","","Ft. Washington","MD","20744","United States","301-248-3549","","Clsoresi@aol.com","","","","","8/7/2014 9:46:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3408","C","","","","","","","","","","","","mbarrows80934@floopa.com","","","Y","","8/8/2014 7:47:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3409","C","","","","","","","","","","","","inger.pompey@yahoo.com","","","Y","","8/8/2014 8:09:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3410","C","","","","","","","","","","","","Sherna1050@aol.com","","","Y","","8/9/2014 10:26:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3411","C","JoAnn Triolo ","","","","","","","","","","","joanntriolo@yahoo.com","","","Y","","8/10/2014 11:15:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3412","C","","","","","","","","","","","","veronica+spadecor.com@leadstage.com","","","Y","","8/12/2014 8:02:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3413","C","Ann","Wallach","Simply Posh Beauty","3100 Cone Manor Lane","","Raleigh","NC","27613","United States","919-649-8222","","awallach@simplyposhbeauty.com","","","N","N","8/12/2014 12:02:00 PM","","www.simplyposhbeauty.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","N","","","",""
"3414","","Veronica","Van Deusen","Fabulous Interiors Designs, LLC","505 Westwood Office Park","","Fredericksburg","VA","22401","United States","301-852-8292","301-852-8292","vdevine@fabulousinteriordesigns.com","","","N","N","8/13/2014 12:33:00 PM","","www.fabulousinteriordesigns.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","N","","","",""
"3415","C","Yolanda","Mickens","","350 Vista Court Drive #9301","","Plano","TX","75074","United States","972-424-3605","","yolanda_mickens@yahoo.com","","","Y","","8/17/2014 4:39:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3416","C","catherine","mcclellan","salon c","215 ashmun st","","sault ste marie","MI","49783","United States","9066353964","","cathyann906@gmail.com","","","Y","","8/19/2014 7:48:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3417","C","","","","","","","","","","","","scissors@telkomsa.net","","","Y","","8/21/2014 2:50:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3418","C","Sarah","Schacht","Aubrey Beauty Salon","15560 King","","Riverview","MI","48193","United States","7342256035","","shocknstyles@gmail.com","","","Y","","8/22/2014 8:31:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3419","C","Lily","Terry","the spa at tuscany","8140 Golden Flowers St","","Las Vegas","NV","89139","United States","7026865293","","thespaattuscany@gmail.com","","","","","8/22/2014 9:51:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3420","C","","","","","","","","","","","","cyndejoy@yahoo.com","","","Y","","8/23/2014 1:26:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3421","C","","","","","","","","","","","","elementdayspa@live.com","","","Y","","8/24/2014 2:32:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3422","C","Tricia","Felber","Aurora Consulting","90 Citadel Ridge Close NW","","Calgary","AB","T3G 4V6","Canada","403-809-2104","","trishfelber@gmail.com","","","Y","","8/24/2014 6:13:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3423","C","Khadine","Ellison","SOHO Lashes","741 Eden Way N, suite 308","","Chesapeake ","VA","23320","United States","7574105501","","Kay@soholashes.com","","","Y","","8/24/2014 10:09:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3424","C","Will","Peniche","Ritz-Carlton, San Francisco","600 Stockton St.","","San Francisco","CA","94108","United States","2104523279","","will.peniche@ritzcarlton.com","","","","","8/25/2014 6:04:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3425","C","Kristin","Baysinger","self employed-opening spa2015","1013 Coram Fields Road","","Wake Forest","NC","27587","United States","9196323259","","kristinleighbarber@yahoo.com","","","Y","","8/26/2014 8:20:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3426","C","Hayley","Scrivener","English Rose Beauty House","16 Berrycroft","Willingham","Cambridge","United Kingdom","Cb24 5jx","","01954 261176","","info@englishrosebeautyhouse.co.uk","","","Y","","8/27/2014 4:54:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3427","C","Liz","Galdamez","Chic Image Lounge","813 W Platt St","","Tampa","FL","33606","United States","8132154093","","info@chicimagelounge.com","","","Y","","8/29/2014 5:22:00 AM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3428","C","Laurie","Caebe","","250 S. Peck Av.e","","Peshtigo","WI","54157","United States","715-330-9545","","lacaebe@gmail.com","","","Y","","8/30/2014 9:36:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3429","C","Lisa","Paige","","413 Blackmon Circle","","Adamsville","AL","35005","United States","2054616941","","lisapaige@rocketmail.com","","","Y","","8/30/2014 10:36:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3430","C","","","","","","","","","","","","tiffanimarie220@gmail.com","","","Y","","8/31/2014 10:01:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3431","","Michele","Cerciello","Collaborate Design","102 W. Pike Street","Suite 204","Houston","TX","15342","United States","cerciello","","cerciello@comcast.net","","","N","N","9/2/2014 9:03:00 PM","","www.collaborate-design.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Architect & Designer
License 262205370","","","","","","","","N","","","",""
"3432","","Wendi","Johnson","On Cloud 9 Day Spa","448 KY Rt 201","Unit 2","Wittensville","KY","41274","United States","myspaPW99","","johnson.wendi23@gmail.com","","","N","N","9/2/2014 9:05:00 PM","","","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","N","","","",""
"3433","","Lisa","Cao","Natural Nails","10176 Baltimore National Pike","","Ellicott City","MD","21042","United States","410-203-9690","","naturalnails@comcast.net","","","N","N","9/2/2014 9:08:00 PM","","www.naturalnailsellicottcity.com","","","1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","N","","","",""
